,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
6842,Mount Road ATM,THURSDAY,NH,W,WWW,4,10,2014,766043,663500
6847,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,2014,766043,462400
6852,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,2014,766043,489000
6857,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2014,766043,24000
6862,Mount Road ATM,MONDAY,NH,W,HWW,4,10,2014,560886,663100
6867,Mount Road ATM,TUESDAY,NH,W,WWH,5,10,2014,560886,645800
6872,Mount Road ATM,WEDNESDAY,H,H,WHW,5,10,2014,560886,245800
6877,Mount Road ATM,THURSDAY,NH,W,HWW,5,10,2014,560886,266100
6882,Mount Road ATM,FRIDAY,NH,W,WWH,5,10,2014,560886,434700
6887,Mount Road ATM,SATURDAY,NH,H,WHH,5,10,2014,560886,567800
6892,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2014,560886,261000
6897,Mount Road ATM,MONDAY,NH,W,HWW,6,10,2014,440615,542600
6902,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,2014,440615,522200
6907,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,2014,440615,683800
6912,Mount Road ATM,THURSDAY,NH,W,WWW,6,10,2014,440615,546700
6917,Mount Road ATM,FRIDAY,NH,W,WWH,7,10,2014,440615,816700
6922,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,2014,440615,1205400
6927,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2014,440615,776500
6932,Mount Road ATM,MONDAY,NH,W,HWH,1,11,2014,727700,690200
6937,Mount Road ATM,TUESDAY,M,H,WHW,1,11,2014,727700,705000
6942,Mount Road ATM,WEDNESDAY,NH,W,HWW,1,11,2014,727700,1073900
6947,Mount Road ATM,THURSDAY,NH,W,WWW,2,11,2014,727700,700400
6952,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,2014,727700,619700
6957,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,2014,727700,770600
6962,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2014,727700,681800
6966,Mount Road ATM,MONDAY,NH,W,HWW,2,11,2014,748800,1161500
6971,Mount Road ATM,TUESDAY,NH,W,WWW,3,11,2014,748800,781900
6976,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,11,2014,748800,674200
6981,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,2014,748800,502300
6986,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,2014,748800,463900
6991,Mount Road ATM,SATURDAY,NH,H,WHH,3,11,2014,748800,495000
6996,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2014,748800,270300
7001,Mount Road ATM,MONDAY,NH,W,HWW,4,11,2014,621300,468000
7006,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,2014,621300,498800
7011,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,2014,621300,571100
7016,Mount Road ATM,THURSDAY,NH,W,WWW,4,11,2014,621300,514500
7021,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,2014,621300,414100
7026,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2014,621300,674800
7031,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2014,621300,302400
7036,Mount Road ATM,MONDAY,NH,W,HWW,5,11,2014,491958,597600
7041,Mount Road ATM,TUESDAY,NH,W,WWW,5,11,2014,491958,534900
7046,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,2014,491958,527800
7051,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,2014,491958,572700
7056,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,2014,491958,602800
7061,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2014,491958,829500
7066,Mount Road ATM,SUNDAY,NH,H,HHW,6,11,2014,491958,427200
7071,Mount Road ATM,MONDAY,NH,W,HWW,1,12,2014,584643,1006700
7076,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,2014,584643,827800
7081,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,2014,584643,1108800
7085,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,2014,584643,915400
7090,Mount Road ATM,FRIDAY,NH,W,WWH,1,12,2014,584643,903300
7095,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,2014,584643,1029600
7100,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2014,584643,586600
7105,Mount Road ATM,MONDAY,NH,W,HWW,2,12,2014,911172,808000
7110,Mount Road ATM,TUESDAY,NH,W,WWW,2,12,2014,911172,883500
7115,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,12,2014,911172,537900
7120,Mount Road ATM,THURSDAY,NH,W,WWW,3,12,2014,911172,488400
7125,Mount Road ATM,FRIDAY,NH,W,WWH,3,12,2014,911172,573600
7130,Mount Road ATM,SATURDAY,NH,H,WHH,3,12,2014,911172,668000
7135,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2014,911172,380800
7140,Mount Road ATM,MONDAY,NH,W,HWW,3,12,2014,620029,616100
7145,Mount Road ATM,TUESDAY,NH,W,WWW,4,12,2014,620029,671500
7150,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,12,2014,620029,460400
7155,Mount Road ATM,THURSDAY,NH,W,WWW,4,12,2014,620029,616600
7160,Mount Road ATM,FRIDAY,NH,W,WWH,4,12,2014,620029,409600
7165,Mount Road ATM,SATURDAY,NH,H,WHH,4,12,2014,620029,707400
7170,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2014,620029,540300
7175,Mount Road ATM,MONDAY,NH,W,HWW,5,12,2014,574558,788400
7180,Mount Road ATM,TUESDAY,NH,W,WWW,5,12,2014,574558,734200
7185,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,12,2014,574558,649300
7190,Mount Road ATM,THURSDAY,C,H,WHW,5,12,2014,574558,398700
7195,Mount Road ATM,FRIDAY,NH,W,HWH,6,12,2014,574558,694700
7200,Mount Road ATM,SATURDAY,NH,H,WHH,6,12,2014,574558,773200
7205,Mount Road ATM,SUNDAY,NH,H,HHW,6,12,2014,574558,236500
7210,Mount Road ATM,MONDAY,NH,W,HWW,6,12,2014,610715,238000
7215,Mount Road ATM,TUESDAY,NH,W,WWW,6,12,2014,610715,480400
7220,Mount Road ATM,WEDNESDAY,NH,W,WWH,7,12,2014,610715,1157300
7225,Mount Road ATM,THURSDAY,C,H,WHW,1,1,2015,568400,498200
7230,Mount Road ATM,FRIDAY,NH,W,HWH,1,1,2015,568400,904900
7235,Mount Road ATM,SATURDAY,NH,H,WHH,1,1,2015,568400,1035000
7240,Mount Road ATM,SUNDAY,M,H,HHW,1,1,2015,568400,436200
7245,Mount Road ATM,MONDAY,NH,W,HWW,1,1,2015,718575,1087100
7250,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,2015,718575,750000
7255,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,2015,718575,899400
7260,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,2015,718575,820600
7265,Mount Road ATM,FRIDAY,NH,W,WWH,2,1,2015,718575,699400
7270,Mount Road ATM,SATURDAY,NH,H,WHH,2,1,2015,718575,915800
7275,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,2015,718575,587600
7280,Mount Road ATM,MONDAY,NH,W,HWW,3,1,2015,822843,924500
7285,Mount Road ATM,TUESDAY,NH,W,WWW,3,1,2015,822843,590100
7290,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,1,2015,822843,581400
7295,Mount Road ATM,THURSDAY,H,H,WHH,3,1,2015,822843,261400
7300,Mount Road ATM,FRIDAY,N,H,HHH,4,1,2015,822843,190900
7305,Mount Road ATM,SATURDAY,H,H,HHH,4,1,2015,822843,368700
7310,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,2015,822843,305100
7315,Mount Road ATM,MONDAY,NH,W,HWW,4,1,2015,460300,512500
7320,Mount Road ATM,TUESDAY,NH,W,WWW,4,1,2015,460300,646200
7325,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,2015,460300,444200
7330,Mount Road ATM,THURSDAY,NH,W,WWW,5,1,2015,460300,510100
7335,Mount Road ATM,FRIDAY,NH,W,WWH,5,1,2015,460300,679100
7340,Mount Road ATM,SATURDAY,NH,H,WHH,5,1,2015,460300,525900
7345,Mount Road ATM,SUNDAY,NH,H,HHH,5,1,2015,460300,251500
7350,Mount Road ATM,MONDAY,N,H,HHW,6,1,2015,509929,354100
7355,Mount Road ATM,TUESDAY,NH,W,HWW,6,1,2015,509929,673600
7360,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,2015,509929,810900
7365,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,2015,509929,659200
7370,Mount Road ATM,FRIDAY,NH,W,WWH,6,1,2015,509929,924400
7375,Mount Road ATM,SATURDAY,NH,H,WHH,7,1,2015,509929,974800
7380,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2015,509929,507400
7385,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2015,700629,825500
7390,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2015,700629,1063600
7395,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,2015,700629,902100
7400,Mount Road ATM,THURSDAY,NH,W,WWW,1,2,2015,700629,1036600
7405,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,2015,700629,967400
7410,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2015,700629,865900
7415,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,2015,700629,571200
7420,Mount Road ATM,MONDAY,NH,W,HWW,2,2,2015,890329,676000
7425,Mount Road ATM,TUESDAY,NH,W,WWW,2,2,2015,890329,790700
7430,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,2015,890329,733800
7435,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2015,890329,726700
7440,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2015,890329,519700
7445,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2015,890329,888800
7450,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2015,890329,473600
7455,Mount Road ATM,MONDAY,NH,W,HWW,4,2,2015,687043,572500
7460,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,2015,687043,486200
7464,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2015,687043,829700
7469,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,2015,687043,664100
7474,Mount Road ATM,FRIDAY,NH,W,WWH,4,2,2015,687043,626000
7479,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2015,687043,636400
7484,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2015,687043,225900
7489,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2015,577258,668100
7494,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,2015,577258,467000
7499,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,2,2015,577258,599700
7504,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,2015,577258,547300
7509,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,2015,577258,802900
7514,Mount Road ATM,SATURDAY,NH,H,WHH,6,2,2015,577258,819400
7519,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2015,577258,934900
7524,Mount Road ATM,MONDAY,NH,W,HWW,1,3,2015,691329,1058300
7529,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2015,691329,981800
7534,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,2015,691329,1118800
7539,Mount Road ATM,THURSDAY,NH,W,WWW,1,3,2015,691329,1017200
7544,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,2015,691329,603900
7549,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,2015,691329,789900
7554,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2015,691329,463000
7558,Mount Road ATM,MONDAY,NH,W,HWW,2,3,2015,861843,758000
7562,Mount Road ATM,TUESDAY,NH,W,WWW,2,3,2015,861843,675900
7567,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,2015,861843,918200
7572,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,2015,861843,653500
7577,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,2015,861843,740300
7582,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,2015,861843,848800
7587,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2015,861843,489400
7592,Mount Road ATM,MONDAY,NH,W,HWW,4,3,2015,726300,505600
7597,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,2015,726300,634500
7602,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2015,726300,734000
7607,Mount Road ATM,THURSDAY,NH,W,WWW,4,3,2015,726300,606600
7612,Mount Road ATM,FRIDAY,NH,W,WWH,4,3,2015,726300,766900
7617,Mount Road ATM,SATURDAY,H,H,WHH,5,3,2015,726300,738900
7622,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2015,726300,317800
7627,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2015,614900,480400
7632,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,2015,614900,528300
7637,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,3,2015,614900,772800
7642,Mount Road ATM,THURSDAY,NH,W,WWW,6,3,2015,614900,591600
7647,Mount Road ATM,FRIDAY,NH,W,WWH,6,3,2015,614900,412900
7652,Mount Road ATM,SATURDAY,NH,H,WHH,6,3,2015,614900,560400
7657,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2015,614900,408300
7662,Mount Road ATM,MONDAY,NH,W,HWW,6,3,2015,536386,748200
7667,Mount Road ATM,TUESDAY,NH,W,WWW,7,3,2015,536386,811800
7672,Mount Road ATM,WEDNESDAY,NH,W,WWH,1,4,2015,536386,720400
7677,Mount Road ATM,THURSDAY,H,H,WHH,1,4,2015,536386,717400
7681,Mount Road ATM,FRIDAY,C,H,HHH,1,4,2015,536386,289900
7686,Mount Road ATM,SATURDAY,NH,H,HHH,1,4,2015,536386,475600
7691,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2015,536386,588100
7696,Mount Road ATM,MONDAY,NH,W,HWW,2,4,2015,621629,992900
7701,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,2015,621629,390000
7706,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,2015,621629,1251800
7711,Mount Road ATM,THURSDAY,NH,W,WWW,2,4,2015,621629,828400
7716,Mount Road ATM,FRIDAY,NH,W,WWH,2,4,2015,621629,880600
7721,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,2015,621629,604300
7726,Mount Road ATM,SUNDAY,NH,H,HHW,3,4,2015,621629,448700
7731,Mount Road ATM,MONDAY,NH,W,HWH,3,4,2015,770958,553100
7736,Mount Road ATM,TUESDAY,H,H,WHW,3,4,2015,770958,336500
7741,Mount Road ATM,WEDNESDAY,NH,W,HWW,3,4,2015,770958,633500
7746,Mount Road ATM,THURSDAY,NH,W,WWW,4,4,2015,770958,545900
7751,Mount Road ATM,FRIDAY,NH,W,WWH,4,4,2015,770958,564800
7756,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,2015,770958,765100
7761,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2015,770958,323000
7766,Mount Road ATM,MONDAY,NH,W,HWW,4,4,2015,531700,717400
7771,Mount Road ATM,TUESDAY,NH,W,WWW,5,4,2015,531700,1042600
7776,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,4,2015,531700,506300
7781,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,2015,531700,443300
7786,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,2015,531700,560900
7791,Mount Road ATM,SATURDAY,NH,H,WHH,5,4,2015,531700,652300
7796,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2015,531700,419700
7801,Mount Road ATM,MONDAY,NH,W,HWW,6,4,2015,620358,728100
7806,Mount Road ATM,TUESDAY,NH,W,WWW,6,4,2015,620358,635000
7811,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,4,2015,620358,734500
7816,Mount Road ATM,THURSDAY,NH,W,WWH,6,4,2015,620358,645600
7821,Mount Road ATM,FRIDAY,N,H,WHH,1,5,2015,620358,572500
7826,Mount Road ATM,SATURDAY,NH,H,HHH,1,5,2015,620358,1085900
7831,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,2015,620358,63700
7836,Mount Road ATM,MONDAY,NH,W,HWW,1,5,2015,637900,929100
7841,Mount Road ATM,TUESDAY,NH,W,WWW,1,5,2015,637900,1079200
7846,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,2015,637900,1187200
7851,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,2015,637900,952700
7856,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,2015,637900,893900
7861,Mount Road ATM,SATURDAY,NH,H,WHH,2,5,2015,637900,738600
7866,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2015,637900,529700
7871,Mount Road ATM,MONDAY,NH,W,HWW,3,5,2015,901486,427700
7876,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,2015,901486,781800
7881,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2015,901486,714000
7886,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,2015,901486,585400
7891,Mount Road ATM,FRIDAY,NH,W,WWH,3,5,2015,901486,592300
7896,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,2015,901486,721100
7901,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2015,901486,455400
7906,Mount Road ATM,MONDAY,NH,W,HWW,4,5,2015,611100,354500
7911,Mount Road ATM,TUESDAY,NH,W,WWW,4,5,2015,611100,644000
7916,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,5,2015,611100,372000
7921,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,2015,611100,480200
7926,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,2015,611100,569100
7931,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,2015,611100,702800
7936,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,2015,611100,545400
7941,Mount Road ATM,MONDAY,NH,W,HWW,5,5,2015,524000,539100
7946,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,2015,524000,472200
7951,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,2015,524000,831600
7956,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2015,524000,716300
7961,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,2015,524000,294500
7966,Mount Road ATM,SATURDAY,NH,H,WHH,6,5,2015,524000,871800
7971,Mount Road ATM,SUNDAY,NH,H,HHW,7,5,2015,524000,502900
7975,Mount Road ATM,MONDAY,NH,W,HWW,1,6,2015,604058,54300
7980,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,2015,604058,447700
7985,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2015,604058,933700
7990,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,2015,604058,1034200
7995,Mount Road ATM,FRIDAY,NH,W,WWH,1,6,2015,604058,481300
8000,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2015,604058,619500
8005,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2015,604058,155100
8010,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2015,532258,596200
8015,Mount Road ATM,TUESDAY,NH,W,WWW,2,6,2015,532258,494300
8020,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,6,2015,532258,161000
8025,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,2015,532258,702100
8030,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,2015,532258,447500
8035,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,2015,532258,229000
8040,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2015,532258,347300
8045,Mount Road ATM,MONDAY,NH,W,HWW,3,6,2015,425343,482100
8050,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,2015,425343,707100
8055,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,2015,425343,507800
8060,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2015,425343,461700
8064,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,2015,425343,357100
8069,Mount Road ATM,SATURDAY,NH,H,WHH,4,6,2015,425343,556200
8074,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2015,425343,310500
8079,Mount Road ATM,MONDAY,NH,W,HWW,5,6,2015,483215,465000
8084,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,2015,483215,267500
8089,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,6,2015,483215,685800
8094,Mount Road ATM,THURSDAY,NH,W,WWW,5,6,2015,483215,528000
8099,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,2015,483215,571000
8104,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,2015,483215,711400
8109,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2015,483215,441000
8114,Mount Road ATM,MONDAY,NH,W,HWW,6,6,2015,524243,499900
8119,Mount Road ATM,TUESDAY,NH,W,WWW,6,6,2015,524243,698400
8124,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,2015,524243,673800
8129,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,2015,524243,769800
8134,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,2015,524243,381300
8139,Mount Road ATM,SATURDAY,NH,H,WHH,1,7,2015,524243,930900
8144,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2015,524243,388700
8148,Mount Road ATM,MONDAY,NH,W,HWW,2,7,2015,620400,937300
8153,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,2015,620400,863200
8158,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,2015,620400,1008600
8163,Mount Road ATM,THURSDAY,NH,W,WWW,2,7,2015,620400,783800
8168,Mount Road ATM,FRIDAY,NH,W,WWH,2,7,2015,620400,649500
8173,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2015,620400,604000
8178,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2015,620400,455400
8183,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2015,757400,606800
8188,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,2015,757400,513600
8193,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,7,2015,757400,540900
8198,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,2015,757400,172500
8203,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,2015,757400,585500
8208,Mount Road ATM,SATURDAY,M,H,WHH,4,7,2015,757400,336400
8215,Mount Road ATM,MONDAY,NH,W,HWW,4,7,2015,459284,458300
8220,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,2015,459284,620400
8225,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,2015,459284,534100
8230,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2015,459284,630400
8235,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,2015,459284,438500
8240,Mount Road ATM,SATURDAY,NH,H,WHH,5,7,2015,459284,883600
8245,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2015,459284,418900
8249,Mount Road ATM,MONDAY,NH,W,HWW,6,7,2015,569172,478700
8254,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,2015,569172,499600
8259,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,7,2015,569172,759000
8264,Mount Road ATM,THURSDAY,NH,W,WWH,6,7,2015,569172,315200
8269,Mount Road ATM,FRIDAY,NH,W,WWH,7,7,2015,569172,585300
8274,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2015,569172,941600
8279,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2015,569172,810400
8284,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2015,627115,960200
8289,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,2015,627115,479000
8294,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,8,2015,627115,217000
8299,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,2015,627115,958500
8304,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,2015,627115,651000
8309,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2015,627115,756800
8314,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2015,627115,589900
8319,Mount Road ATM,MONDAY,NH,W,HWW,2,8,2015,658915,667400
8324,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,2015,658915,679900
8329,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,8,2015,658915,598500
8334,Mount Road ATM,THURSDAY,NH,W,WWW,3,8,2015,658915,473700
8339,Mount Road ATM,FRIDAY,NH,W,WWH,3,8,2015,658915,624000
8344,Mount Road ATM,SATURDAY,N,H,WHH,3,8,2015,658915,571300
8349,Mount Road ATM,SUNDAY,NH,H,HHW,4,8,2015,658915,245900
8354,Mount Road ATM,MONDAY,NH,W,HWW,4,8,2015,551529,690200
8359,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,2015,551529,602000
8364,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,2015,551529,860600
8369,Mount Road ATM,THURSDAY,NH,W,WWW,4,8,2015,551529,448200
8374,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,2015,551529,477800
8378,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,2015,551529,670200
8382,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2015,551529,230100
8386,Mount Road ATM,MONDAY,NH,W,HWW,5,8,2015,568443,541800
8391,Mount Road ATM,TUESDAY,NH,W,WWW,5,8,2015,568443,554400
8396,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,2015,568443,632000
8401,Mount Road ATM,THURSDAY,NH,W,WWW,6,8,2015,568443,659000
8406,Mount Road ATM,FRIDAY,NH,W,WWH,6,8,2015,568443,531800
8411,Mount Road ATM,SATURDAY,NH,H,WHH,6,8,2015,568443,493200
8416,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2015,568443,649100
8421,Mount Road ATM,MONDAY,NH,W,HWW,7,8,2015,580186,557200
8426,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,2015,580186,874500
8431,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,2015,580186,771400
8436,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2015,580186,1059300
8441,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,2015,580186,558200
8446,Mount Road ATM,SATURDAY,H,H,WHH,1,9,2015,580186,879400
8451,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2015,580186,474300
8456,Mount Road ATM,MONDAY,NH,W,HWW,2,9,2015,739186,1256600
8461,Mount Road ATM,TUESDAY,NH,W,WWW,2,9,2015,739186,493400
8466,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,2015,739186,582200
8471,Mount Road ATM,THURSDAY,NH,W,WWW,2,9,2015,739186,752800
8476,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,2015,739186,470200
8481,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,2015,739186,697100
8486,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2015,739186,356800
8491,Mount Road ATM,MONDAY,NH,W,HWW,3,9,2015,658443,642400
8496,Mount Road ATM,TUESDAY,NH,W,WWW,3,9,2015,658443,756300
8501,Mount Road ATM,WEDNESDAY,NH,W,WWH,4,9,2015,658443,732500
8506,Mount Road ATM,THURSDAY,H,H,WHW,4,9,2015,658443,420500
8511,Mount Road ATM,FRIDAY,NH,W,HWH,4,9,2015,658443,469900
8516,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,2015,658443,664000
